ticker,date,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,ticker
['140033'],"[datetime.date(2021, 6, 23)]",2021-06-23 09:15:00,2021-06-23 15:30:00,0 days 06:15:00,24.46808510638298,100056.19999999997,100071.99999999997,0.056199999999967984,-0.10093707800800057,0.0,,,,0.0,-0.018786473738907628,-0.0058583441928456315,0 days 02:03:00,0 days 00:27:00,10.0,40.0,0.48807831127638535,-0.08583106267030516,0.07671565179263595,0 days 00:30:00,0 days 00:09:00,5.1167557481320785,0.07686070423884361,1.3515639089350175,MACDCrossover,140033
['140033'],"[datetime.date(2021, 6, 24)]",2021-06-24 09:15:00,2021-06-24 15:30:00,0 days 06:15:00,20.212765957446805,99949.70000000001,100007.8,-0.050299999999988354,0.5831899259744847,0.0,,,,0.0,-0.05809546855344294,-0.023131777387301135,0 days 06:01:00,0 days 02:02:00,18.0,16.666666666666664,0.017687556123968662,-0.10834236186347823,-0.03791496042797604,0 days 00:07:00,0 days 00:04:00,0.04195419087025946,-0.03790932256297095,-4.6584764837217705,MACDCrossover,140033
