date_time,ticker,Open,Close,High,Low,Volume,date,MACD,MACDSIGNAL,MACD_ADJ,MACDSIGNAL_ADJ,MACDHIST_ADJ,is_con,is_max,is_min,count_index,confidence
2021-06-23 09:15:00,140033,3656.75,3665.65,3669.0,3656.05,615.0,2021-06-23,2.2737367544323206e-12,2.2737367544323206e-12,,,,0,,,0,0.0
2021-06-23 09:16:00,140033,3665.4,3668.1,3668.5,3663.9,721.0,2021-06-23,0.1954415954437536,0.039088319090569715,,,,0,,,1,0.0
2021-06-23 09:17:00,140033,3665.2,3662.7,3667.65,3662.5,582.0,2021-06-23,-0.08443113286239168,0.014384428699977435,1.3642420526593924e-12,1.3642420526593924e-12,0.0,0,1.0,1.0,2,-0.08449192944300454
2021-06-23 09:18:00,140033,3661.35,3662.45,3662.9,3657.7,468.0,2021-06-23,-0.3226854797362648,-0.053029552987271016,-0.01994301994182024,-0.0039886039872726545,-0.015954415954547586,0,2.0,2.0,3,0.0
2021-06-23 09:19:00,140033,3663.0,3666.25,3667.0,3660.85,543.0,2021-06-23,-0.20254076028140844,-0.0829317944460985,0.2677932808996957,0.05036777299012101,0.21742550790957466,0,3.0,3.0,4,0.0
2021-06-23 09:20:00,140033,3666.25,3668.0,3668.6,3666.25,477.0,2021-06-23,0.03349901433739433,-0.05964563268939993,0.0,0.0,0.0,0,4.0,4.0,5,0.16718817704300287
2021-06-23 09:21:00,140033,3668.2,3665.9,3669.0,3665.0,268.0,2021-06-23,0.050527339018117345,-0.037611038347896475,-0.1675213675212035,-0.0335042735042407,-0.1340170940169628,0,0.0,5.0,6,0.0
2021-06-23 09:22:00,140033,3665.05,3667.1,3668.35,3665.0,552.0,2021-06-23,0.1590193046336026,0.001715030248403339,-0.20113473104902369,-0.0670303650131973,-0.13410436603582637,0,0.0,6.0,7,0.07684541295787282
2021-06-23 09:23:00,140033,3665.6,3668.1,3670.0,3665.6,696.0,2021-06-23,0.32198002635914236,0.06576802947055113,-0.14540577391517218,-0.08270544679359228,-0.0627003271215799,0,0.0,7.0,8,0.13461096556544386
2021-06-23 09:24:00,140033,3669.0,3670.05,3671.8,3668.1,428.0,2021-06-23,0.6015420729950165,0.1729228381754442,0.05546911584951886,-0.05507053426497005,0.11053965011448891,0,1.0,0.0,9,0.0
2021-06-23 09:25:00,140033,3671.25,3670.0,3672.9,3669.5,729.0,2021-06-23,0.8097283822053214,0.3002839469814197,0.20822899682343632,-0.002410628047288775,0.2106396248707251,0,2.0,0.0,10,0.14745942533792417
2021-06-23 09:26:00,140033,3670.75,3669.4,3671.8,3667.3,283.0,2021-06-23,0.9157463921883391,0.42337643602280356,0.27767643636934736,0.05360678483603845,0.2240696515333089,0,3.0,0.0,11,0.13630729396648172
2021-06-23 09:27:00,140033,3669.4,3670.2,3671.55,3669.3,394.0,2021-06-23,1.0521907431188993,0.5491392974420227,0.3927400834627406,0.12143344456137889,0.2713066389013617,0,4.0,0.0,12,0.16723654900585266
2021-06-23 09:28:00,140033,3670.2,3666.6,3672.9,3666.6,371.0,2021-06-23,0.8599213229858833,0.6112957025507948,0.1912345068722061,0.13539365702354433,0.05584084984866178,0,0.0,0.0,13,-0.03307369413713032
2021-06-23 09:29:00,140033,3667.35,3669.1,3670.9,3667.35,358.0,2021-06-23,0.8989134146427205,0.6688192449691799,0.2306106561886736,0.1544370568565702,0.07617359933210341,0,1.0,0.0,14,0.046172360380540914
2021-06-23 09:30:00,140033,3669.9,3667.8,3670.0,3667.8,268.0,2021-06-23,0.8155150429820424,0.6981584045717524,0.1551291702553499,0.15457547953632614,0.0005536907190237528,0,0.0,0.0,15,-0.015195009260159004
2021-06-23 09:31:00,140033,3668.8,3666.0,3668.8,3665.0,183.0,2021-06-23,0.5972910760910963,0.6779849388756212,0.0,0.0,0.0,0,0.0,0.0,16,-0.12271378631925152
2021-06-23 09:32:00,140033,3666.0,3665.95,3667.35,3665.2,474.0,2021-06-23,0.4155225427593905,0.625492459652375,-0.003988603988545947,-0.0007977207977091894,-0.0031908831908367572,0,0.0,0.0,17,0.0
2021-06-23 09:33:00,140033,3666.0,3665.15,3666.0,3665.15,347.0,2021-06-23,0.2045583352464746,0.5413056347711949,-0.07088578826460434,-0.014815334291088219,-0.05607045397351612,0,0.0,1.0,18,-0.13210027564905544
2021-06-23 09:34:00,140033,3665.15,3661.05,3665.15,3660.05,395.0,2021-06-23,-0.29012368870553473,0.37501977007584897,-0.4495558239418642,-0.10176343222124343,-0.3477923917206208,0,0.0,2.0,19,-0.3256390783127986
2021-06-23 09:35:00,140033,3661.05,3665.1,3665.1,3660.8,296.0,2021-06-23,-0.35131189905314386,0.2297534362500504,-0.4180345604536342,-0.1650176578677216,-0.2530169025859126,1,0.0,3.0,20,0.0
2021-06-23 09:36:00,140033,3665.1,3664.8,3668.3,3663.8,429.0,2021-06-23,-0.41917944962096954,0.0999668590758464,-0.4125061111631112,-0.21451534852679952,-0.19799076263631168,1,0.0,4.0,21,0.0
2021-06-23 09:37:00,140033,3664.05,3664.95,3667.35,3663.75,238.0,2021-06-23,-0.4556092462239576,-0.01114836198411441,-0.39150796871399507,-0.24991387256423864,-0.14159409614975643,1,0.0,5.0,22,0.0
